,plantheight,plantwidth,phvalue,temp,humid,moist,growth,possible,light
8380,117,37,4,38,87,18,3.1621621621621623,1,10982
8381,46,34,3,30,42,22,1.3529411764705883,0,8670
8382,53,35,9,19,54,37,1.5142857142857142,0,5491
8383,115,35,3,23,77,41,3.2857142857142856,1,6647
8384,15,38,7,24,42,33,0.39473684210526316,0,6936
8385,63,35,10,37,103,17,1.8,0,10693
8386,81,36,8,31,102,30,2.25,1,8959
8387,104,32,10,29,43,29,3.25,1,8381
8388,77,22,8,27,69,38,3.5,1,7803
8389,67,26,5,31,43,21,2.576923076923077,1,8959
8390,93,19,7,29,66,22,4.894736842105263,1,8381
8391,100,26,7,30,109,20,3.8461538461538463,1,8670
8392,82,27,8,25,62,18,3.037037037037037,1,7225
8393,63,29,3,27,73,14,2.1724137931034484,1,7803
8394,110,28,8,38,89,38,3.9285714285714284,1,10982
8395,88,28,4,32,100,44,3.142857142857143,1,9248
8396,15,40,3,35,88,35,0.375,0,10115
8397,18,40,4,35,74,32,0.45,0,10115
8398,45,24,4,38,109,41,1.875,0,10982
8399,31,14,8,30,47,14,2.2142857142857144,1,8670
8400,119,14,10,29,45,10,8.5,1,8381
8401,25,23,3,18,81,28,1.0869565217391304,0,5202
8402,86,33,3,26,50,44,2.606060606060606,1,7514
8403,44,24,4,18,54,45,1.8333333333333333,0,5202
8404,50,16,10,40,43,25,3.125,1,11560
8405,117,21,3,19,81,33,5.571428571428571,1,5491
8406,59,37,7,18,50,10,1.5945945945945945,0,5202
8407,90,29,4,21,69,17,3.103448275862069,1,6069
8408,25,37,9,35,40,24,0.6756756756756757,0,10115
8409,61,40,5,38,51,17,1.525,0,10982
8410,111,37,9,20,75,34,3.0,1,5780
8411,44,40,10,23,98,32,1.1,0,6647
8412,87,38,9,29,75,42,2.289473684210526,1,8381
8413,108,28,7,23,44,19,3.857142857142857,1,6647
8414,80,36,9,39,42,11,2.2222222222222223,1,11271
8415,103,19,6,33,53,37,5.421052631578948,1,9537
8416,45,38,10,33,90,30,1.1842105263157894,0,9537
8417,99,19,6,35,65,45,5.2105263157894735,1,10115
8418,73,17,9,22,80,23,4.294117647058823,1,6358
8419,81,30,7,32,97,26,2.7,1,9248
8420,19,15,5,23,47,17,1.2666666666666666,0,6647
8421,105,33,4,26,45,32,3.1818181818181817,1,7514
8422,46,15,9,31,63,32,3.066666666666667,1,8959
8423,30,21,10,31,89,24,1.4285714285714286,0,8959
8424,99,16,4,18,81,21,6.1875,1,5202
8425,30,32,9,25,76,25,0.9375,0,7225
8426,93,24,7,33,92,22,3.875,1,9537
8427,30,31,7,26,93,19,0.967741935483871,0,7514
8428,70,40,4,18,90,39,1.75,0,5202
8429,59,23,4,20,56,22,2.5652173913043477,1,5780
8430,15,30,8,17,70,20,0.5,0,4913
8431,108,19,6,31,47,39,5.684210526315789,1,8959
8432,22,23,10,26,51,35,0.9565217391304348,0,7514
8433,38,40,3,37,74,33,0.95,0,10693
8434,95,39,6,20,98,13,2.4358974358974357,1,5780
8435,43,34,3,33,45,37,1.2647058823529411,0,9537
8436,45,31,8,38,88,37,1.4516129032258065,0,10982
8437,76,35,3,19,66,34,2.1714285714285713,1,5491
8438,32,38,8,35,109,20,0.8421052631578947,0,10115
8439,118,30,3,22,66,32,3.933333333333333,1,6358
8440,103,29,3,37,106,15,3.5517241379310347,1,10693
8441,86,38,9,36,43,34,2.263157894736842,1,10404
8442,15,32,5,18,88,32,0.46875,0,5202
8443,107,39,8,18,56,26,2.7435897435897436,1,5202
8444,97,36,5,29,50,24,2.6944444444444446,1,8381
8445,27,27,9,33,72,33,1.0,0,9537
8446,102,27,3,35,90,29,3.7777777777777777,1,10115
8447,69,14,9,29,102,17,4.928571428571429,1,8381
8448,61,35,8,24,51,17,1.7428571428571429,0,6936
8449,59,14,7,17,44,18,4.214285714285714,1,4913
8450,61,15,8,38,71,39,4.066666666666666,1,10982
8451,74,33,9,34,40,38,2.242424242424242,1,9826
8452,39,21,10,38,72,39,1.8571428571428572,0,10982
8453,101,32,5,29,77,43,3.15625,1,8381
8454,82,34,9,18,93,45,2.411764705882353,1,5202
8455,32,21,10,19,103,16,1.5238095238095237,0,5491
8456,115,31,8,31,67,45,3.7096774193548385,1,8959
8457,85,20,3,33,48,25,4.25,1,9537
8458,57,20,9,38,92,36,2.85,1,10982
8459,118,25,7,27,66,24,4.72,1,7803
8460,16,39,3,29,83,12,0.41025641025641024,0,8381
8461,68,37,10,33,86,12,1.837837837837838,0,9537
8462,71,36,3,28,54,30,1.9722222222222223,0,8092
8463,26,24,4,28,110,28,1.0833333333333333,0,8092
8464,39,29,9,28,49,35,1.3448275862068966,0,8092
8465,56,34,3,29,72,23,1.6470588235294117,0,8381
8466,51,38,10,31,79,30,1.3421052631578947,0,8959
8467,46,20,9,22,87,30,2.3,1,6358
8468,53,38,10,27,41,39,1.394736842105263,0,7803
8469,34,24,3,37,84,26,1.4166666666666667,0,10693
8470,107,21,10,18,65,35,5.095238095238095,1,5202
8471,120,16,9,40,107,31,7.5,1,11560
8472,112,33,9,31,108,21,3.393939393939394,1,8959
8473,82,20,3,29,42,26,4.1,1,8381
8474,59,23,9,24,50,30,2.5652173913043477,1,6936
8475,97,22,4,32,58,29,4.409090909090909,1,9248
8476,65,16,5,37,75,20,4.0625,1,10693
8477,15,32,7,17,107,18,0.46875,0,4913
8478,58,30,10,38,70,15,1.9333333333333333,0,10982
8479,59,39,9,25,102,24,1.5128205128205128,0,7225
8480,82,33,3,26,77,15,2.484848484848485,1,7514
8481,60,39,4,40,92,43,1.5384615384615385,0,11560
8482,76,22,8,20,42,23,3.4545454545454546,1,5780
8483,50,23,7,17,75,19,2.1739130434782608,1,4913
8484,81,15,8,39,71,36,5.4,1,11271
8485,46,30,3,18,78,29,1.5333333333333334,0,5202
8486,30,35,7,28,79,41,0.8571428571428571,0,8092
8487,102,17,3,38,54,17,6.0,1,10982
8488,17,16,10,26,56,39,1.0625,0,7514
8489,80,17,10,19,79,10,4.705882352941177,1,5491
8490,38,30,10,23,77,28,1.2666666666666666,0,6647
8491,117,25,6,21,87,13,4.68,1,6069
8492,63,38,6,25,97,26,1.6578947368421053,0,7225
8493,70,36,10,28,63,45,1.9444444444444444,0,8092
8494,100,34,4,17,91,41,2.9411764705882355,1,4913
8495,44,32,4,36,60,31,1.375,0,10404
8496,63,23,6,33,97,44,2.739130434782609,1,9537
8497,39,18,5,18,73,35,2.1666666666666665,1,5202
8498,18,21,10,27,67,23,0.8571428571428571,0,7803
8499,52,31,4,40,102,35,1.6774193548387097,0,11560
8500,57,29,4,36,75,27,1.9655172413793103,0,10404
8501,74,27,4,35,89,44,2.740740740740741,1,10115
8502,76,35,7,29,68,41,2.1714285714285713,1,8381
8503,30,29,4,31,67,30,1.0344827586206897,0,8959
8504,50,39,8,19,82,24,1.2820512820512822,0,5491
8505,83,37,10,23,79,30,2.2432432432432434,1,6647
8506,104,25,9,36,107,38,4.16,1,10404
8507,68,38,9,36,78,15,1.7894736842105263,0,10404
8508,62,38,4,23,45,21,1.631578947368421,0,6647
8509,94,20,9,40,81,32,4.7,1,11560
8510,38,16,5,27,90,39,2.375,1,7803
8511,16,32,4,38,86,32,0.5,0,10982
8512,111,40,3,34,79,12,2.775,1,9826
8513,25,17,6,33,54,14,1.4705882352941178,0,9537
8514,39,25,10,34,75,29,1.56,0,9826
8515,46,26,6,36,72,31,1.7692307692307692,0,10404
8516,42,20,3,32,90,38,2.1,1,9248
8517,67,38,8,33,90,14,1.763157894736842,0,9537
8518,38,39,3,37,108,45,0.9743589743589743,0,10693
8519,93,16,6,17,99,36,5.8125,1,4913
8520,84,34,4,18,97,43,2.4705882352941178,1,5202
8521,116,38,9,31,108,11,3.0526315789473686,1,8959
8522,101,28,10,18,84,30,3.607142857142857,1,5202
8523,85,36,4,23,102,35,2.361111111111111,1,6647
8524,45,14,6,18,45,37,3.2142857142857144,1,5202
8525,105,39,4,23,80,21,2.6923076923076925,1,6647
8526,44,35,5,26,108,27,1.2571428571428571,0,7514
8527,23,15,7,35,52,10,1.5333333333333334,0,10115
8528,16,19,8,37,76,26,0.8421052631578947,0,10693
8529,26,38,4,25,47,44,0.6842105263157895,0,7225
8530,15,30,6,39,73,10,0.5,0,11271
8531,33,23,10,23,63,14,1.434782608695652,0,6647
8532,97,31,5,24,52,23,3.129032258064516,1,6936
8533,85,25,10,33,61,10,3.4,1,9537
8534,53,24,10,38,40,29,2.2083333333333335,1,10982
8535,118,36,5,32,45,14,3.2777777777777777,1,9248
8536,101,17,10,25,103,24,5.9411764705882355,1,7225
8537,67,20,10,38,74,26,3.35,1,10982
8538,106,15,4,24,88,12,7.066666666666666,1,6936
8539,106,34,8,29,104,33,3.1176470588235294,1,8381
8540,35,25,6,30,105,16,1.4,0,8670
8541,44,15,4,39,52,44,2.933333333333333,1,11271
8542,29,30,6,20,86,31,0.9666666666666667,0,5780
8543,38,14,6,23,78,13,2.7142857142857144,1,6647
8544,112,38,10,40,73,20,2.9473684210526314,1,11560
8545,83,40,10,22,43,44,2.075,1,6358
8546,86,34,5,32,85,34,2.5294117647058822,1,9248
8547,72,38,9,17,82,41,1.894736842105263,0,4913
8548,37,28,10,32,54,36,1.3214285714285714,0,9248
8549,67,14,9,31,86,11,4.785714285714286,1,8959
8550,41,16,9,28,43,17,2.5625,1,8092
8551,77,30,6,22,54,12,2.566666666666667,1,6358
8552,76,40,9,29,41,42,1.9,0,8381
8553,110,40,8,39,60,23,2.75,1,11271
8554,87,31,4,26,110,41,2.806451612903226,1,7514
8555,92,34,5,29,96,12,2.7058823529411766,1,8381
8556,41,18,4,33,59,43,2.2777777777777777,1,9537
8557,112,26,7,18,47,45,4.3076923076923075,1,5202
8558,36,39,3,37,87,28,0.9230769230769231,0,10693
8559,21,20,6,22,44,11,1.05,0,6358
8560,46,19,10,28,92,36,2.4210526315789473,1,8092
8561,19,39,3,32,40,28,0.48717948717948717,0,9248
8562,80,38,3,22,101,35,2.1052631578947367,1,6358
8563,21,30,9,37,60,21,0.7,0,10693
8564,89,38,6,31,76,12,2.3421052631578947,1,8959
8565,56,27,5,21,93,31,2.074074074074074,1,6069
8566,66,34,10,21,85,17,1.9411764705882353,0,6069
8567,29,18,3,22,87,43,1.6111111111111112,0,6358
8568,114,34,5,39,87,36,3.3529411764705883,1,11271
8569,64,14,6,33,55,45,4.571428571428571,1,9537
8570,47,37,8,36,56,42,1.2702702702702702,0,10404
8571,57,40,5,38,110,12,1.425,0,10982
8572,66,39,7,26,56,13,1.6923076923076923,0,7514
8573,70,36,7,32,100,26,1.9444444444444444,0,9248
8574,44,39,7,30,46,26,1.1282051282051282,0,8670
8575,17,36,8,17,84,13,0.4722222222222222,0,4913
8576,85,26,5,31,79,45,3.269230769230769,1,8959
8577,18,38,10,29,105,43,0.47368421052631576,0,8381
8578,18,20,3,36,45,18,0.9,0,10404
8579,51,34,10,31,50,24,1.5,0,8959
8580,63,29,6,40,42,28,2.1724137931034484,1,11560
8581,91,40,3,24,93,15,2.275,1,6936
8582,18,25,3,37,94,20,0.72,0,10693
8583,33,20,9,29,91,24,1.65,0,8381
8584,20,26,7,29,102,44,0.7692307692307693,0,8381
8585,32,36,3,22,51,33,0.8888888888888888,0,6358
8586,87,25,5,38,52,39,3.48,1,10982
8587,89,22,4,40,43,13,4.045454545454546,1,11560
8588,35,35,10,32,43,16,1.0,0,9248
8589,73,14,4,29,72,41,5.214285714285714,1,8381
8590,19,17,4,39,53,14,1.1176470588235294,0,11271
8591,20,18,8,30,47,40,1.1111111111111112,0,8670
8592,109,23,6,20,61,16,4.739130434782608,1,5780
8593,48,31,4,20,70,35,1.5483870967741935,0,5780
8594,86,31,5,39,75,23,2.774193548387097,1,11271
8595,49,34,9,40,109,12,1.4411764705882353,0,11560
8596,61,34,8,26,43,40,1.7941176470588236,0,7514
8597,98,14,3,37,42,19,7.0,1,10693
8598,89,26,3,23,58,30,3.423076923076923,1,6647
8599,88,23,7,28,71,29,3.8260869565217392,1,8092
8600,72,18,3,38,76,42,4.0,1,10982
8601,44,31,7,40,58,25,1.4193548387096775,0,11560
8602,110,34,6,40,74,43,3.235294117647059,1,11560
8603,106,27,4,40,70,30,3.925925925925926,1,11560
8604,22,32,7,24,100,36,0.6875,0,6936
8605,30,38,6,18,59,22,0.7894736842105263,0,5202
8606,26,25,3,32,91,28,1.04,0,9248
8607,84,38,7,30,69,24,2.210526315789474,1,8670
8608,61,27,10,37,67,19,2.259259259259259,1,10693
8609,18,28,6,30,100,26,0.6428571428571429,0,8670
8610,66,38,6,20,100,18,1.736842105263158,0,5780
8611,50,38,4,27,86,27,1.3157894736842106,0,7803
8612,73,19,5,27,73,41,3.8421052631578947,1,7803
8613,31,27,9,22,68,12,1.1481481481481481,0,6358
8614,93,15,9,20,76,36,6.2,1,5780
8615,116,37,5,29,96,18,3.135135135135135,1,8381
8616,85,25,4,26,104,28,3.4,1,7514
8617,90,19,4,21,96,38,4.7368421052631575,1,6069
8618,62,35,4,25,105,42,1.7714285714285714,0,7225
8619,39,16,3,20,55,21,2.4375,1,5780
8620,55,22,3,37,53,45,2.5,1,10693
8621,50,36,8,39,110,41,1.3888888888888888,0,11271
8622,98,32,3,17,40,36,3.0625,1,4913
8623,97,19,3,18,105,40,5.105263157894737,1,5202
8624,20,25,7,40,98,35,0.8,0,11560
8625,111,38,3,33,63,15,2.9210526315789473,1,9537
8626,28,25,6,33,40,24,1.12,0,9537
8627,117,39,4,27,92,15,3.0,1,7803
8628,111,21,8,39,42,31,5.285714285714286,1,11271
8629,111,29,5,22,108,40,3.8275862068965516,1,6358
8630,114,27,10,23,93,14,4.222222222222222,1,6647
8631,107,24,9,36,40,28,4.458333333333333,1,10404
8632,62,28,6,38,74,17,2.2142857142857144,1,10982
8633,106,33,7,34,107,18,3.212121212121212,1,9826
8634,112,26,4,33,74,38,4.3076923076923075,1,9537
8635,50,38,5,20,48,15,1.3157894736842106,0,5780
8636,98,25,9,38,106,12,3.92,1,10982
8637,99,36,9,18,53,12,2.75,1,5202
8638,117,39,6,30,55,16,3.0,1,8670
8639,65,36,8,38,81,16,1.8055555555555556,0,10982
8640,19,22,9,34,48,28,0.8636363636363636,0,9826
8641,43,26,8,32,94,20,1.6538461538461537,0,9248
8642,73,29,8,36,88,18,2.5172413793103448,1,10404
8643,23,27,7,23,99,13,0.8518518518518519,0,6647
8644,65,30,4,27,102,39,2.1666666666666665,1,7803
8645,49,37,5,31,55,22,1.3243243243243243,0,8959
8646,17,33,9,25,67,36,0.5151515151515151,0,7225
8647,25,39,8,25,65,41,0.6410256410256411,0,7225
8648,17,34,10,31,74,32,0.5,0,8959
8649,29,40,5,36,102,14,0.725,0,10404
8650,22,24,7,21,65,11,0.9166666666666666,0,6069
8651,114,19,6,20,47,20,6.0,1,5780
8652,102,17,9,21,54,26,6.0,1,6069
8653,44,34,4,25,97,26,1.2941176470588236,0,7225
8654,94,14,5,37,57,31,6.714285714285714,1,10693
8655,57,29,10,35,100,32,1.9655172413793103,0,10115
8656,95,22,4,18,105,35,4.318181818181818,1,5202
8657,26,36,4,27,103,42,0.7222222222222222,0,7803
8658,115,23,6,29,83,40,5.0,1,8381
8659,102,36,3,19,89,18,2.8333333333333335,1,5491
8660,114,32,7,22,95,40,3.5625,1,6358
8661,112,16,8,24,80,13,7.0,1,6936
8662,95,15,10,20,104,31,6.333333333333333,1,5780
8663,34,34,4,39,70,26,1.0,0,11271
8664,52,34,9,23,96,15,1.5294117647058822,0,6647
8665,38,16,7,19,52,37,2.375,1,5491
8666,98,16,7,17,47,34,6.125,1,4913
8667,99,14,7,37,63,19,7.071428571428571,1,10693
8668,93,32,4,26,98,35,2.90625,1,7514
8669,90,38,5,25,86,40,2.3684210526315788,1,7225
8670,88,19,5,34,59,36,4.631578947368421,1,9826
8671,80,29,7,24,58,10,2.7586206896551726,1,6936
8672,23,26,7,21,43,42,0.8846153846153846,0,6069
8673,82,36,10,27,45,18,2.2777777777777777,1,7803
8674,72,22,4,25,105,33,3.272727272727273,1,7225
8675,21,16,7,21,45,35,1.3125,0,6069
8676,50,35,5,27,69,18,1.4285714285714286,0,7803
8677,79,15,4,26,104,17,5.266666666666667,1,7514
8678,42,34,4,23,87,32,1.2352941176470589,0,6647
8679,43,19,10,21,77,31,2.263157894736842,1,6069
8680,106,38,3,34,57,11,2.789473684210526,1,9826
8681,63,31,3,24,95,29,2.032258064516129,1,6936
8682,27,31,9,23,110,28,0.8709677419354839,0,6647
8683,109,21,3,26,54,11,5.190476190476191,1,7514
8684,41,21,10,25,78,33,1.9523809523809523,0,7225
8685,36,17,3,30,88,19,2.1176470588235294,1,8670
8686,41,38,9,18,78,28,1.0789473684210527,0,5202
8687,21,26,9,21,45,34,0.8076923076923077,0,6069
8688,100,35,5,26,85,20,2.857142857142857,1,7514
8689,39,36,6,35,99,35,1.0833333333333333,0,10115
8690,103,16,5,28,89,13,6.4375,1,8092
8691,27,19,5,34,62,14,1.4210526315789473,0,9826
8692,85,39,9,40,88,34,2.1794871794871793,1,11560
8693,96,17,5,29,59,27,5.647058823529412,1,8381
8694,19,33,4,34,41,28,0.5757575757575758,0,9826
8695,76,35,4,26,70,22,2.1714285714285713,1,7514
8696,103,17,9,17,68,41,6.0588235294117645,1,4913
8697,36,40,10,33,81,29,0.9,0,9537
8698,117,36,6,22,99,24,3.25,1,6358
8699,93,16,4,22,97,40,5.8125,1,6358
8700,110,39,10,35,98,12,2.8205128205128207,1,10115
8701,42,16,6,29,90,17,2.625,1,8381
8702,119,25,6,31,92,19,4.76,1,8959
8703,118,28,9,26,45,11,4.214285714285714,1,7514
8704,120,34,9,31,107,10,3.5294117647058822,1,8959
8705,93,23,10,39,54,11,4.043478260869565,1,11271
8706,55,20,6,34,53,43,2.75,1,9826
8707,95,24,7,19,81,14,3.9583333333333335,1,5491
8708,24,25,8,19,85,29,0.96,0,5491
8709,34,31,9,26,42,42,1.096774193548387,0,7514
8710,101,20,5,34,88,31,5.05,1,9826
8711,98,15,8,40,73,42,6.533333333333333,1,11560
8712,48,21,10,26,88,40,2.2857142857142856,1,7514
8713,22,34,5,23,63,24,0.6470588235294118,0,6647
8714,80,28,7,20,88,39,2.857142857142857,1,5780
8715,49,24,8,20,103,33,2.0416666666666665,1,5780
8716,17,33,9,18,77,21,0.5151515151515151,0,5202
8717,115,23,7,19,69,27,5.0,1,5491
8718,77,29,8,38,43,15,2.6551724137931036,1,10982
8719,49,27,8,30,63,39,1.8148148148148149,0,8670
8720,77,38,8,35,81,25,2.026315789473684,1,10115
8721,72,38,5,26,90,19,1.894736842105263,0,7514
8722,82,14,6,35,68,23,5.857142857142857,1,10115
8723,107,32,3,31,88,44,3.34375,1,8959
8724,62,32,6,18,73,12,1.9375,0,5202
8725,109,22,8,17,61,11,4.954545454545454,1,4913
8726,111,19,7,31,96,21,5.842105263157895,1,8959
8727,79,27,7,30,41,18,2.925925925925926,1,8670
8728,34,15,5,29,78,20,2.2666666666666666,1,8381
8729,102,15,9,17,107,35,6.8,1,4913
8730,75,34,7,24,79,22,2.2058823529411766,1,6936
8731,105,33,7,36,87,25,3.1818181818181817,1,10404
8732,91,23,4,19,61,45,3.9565217391304346,1,5491
8733,40,31,4,38,46,41,1.2903225806451613,0,10982
8734,79,35,9,24,50,23,2.257142857142857,1,6936
8735,70,26,8,27,105,28,2.6923076923076925,1,7803
8736,67,27,8,27,74,41,2.4814814814814814,1,7803
8737,46,26,10,29,99,32,1.7692307692307692,0,8381
8738,64,17,3,22,74,16,3.764705882352941,1,6358
8739,63,31,4,36,91,34,2.032258064516129,1,10404
8740,117,39,10,18,44,17,3.0,1,5202
8741,39,21,10,24,108,39,1.8571428571428572,0,6936
8742,78,17,4,37,99,22,4.588235294117647,1,10693
8743,20,33,3,18,98,38,0.6060606060606061,0,5202
8744,33,19,6,21,68,44,1.736842105263158,0,6069
8745,79,30,10,33,49,19,2.6333333333333333,1,9537
8746,119,32,5,40,90,16,3.71875,1,11560
8747,91,19,5,39,101,22,4.7894736842105265,1,11271
8748,77,29,5,29,84,33,2.6551724137931036,1,8381
8749,114,29,5,32,110,14,3.9310344827586206,1,9248
8750,31,36,6,32,88,23,0.8611111111111112,0,9248
8751,21,21,8,31,70,39,1.0,0,8959
8752,48,30,8,35,97,43,1.6,0,10115
8753,61,18,3,28,84,31,3.388888888888889,1,8092
8754,108,32,9,20,102,14,3.375,1,5780
8755,53,38,3,31,106,43,1.394736842105263,0,8959
8756,102,39,4,23,88,39,2.6153846153846154,1,6647
8757,36,24,4,17,103,33,1.5,0,4913
8758,30,39,10,17,66,30,0.7692307692307693,0,4913
8759,20,31,10,29,42,27,0.6451612903225806,0,8381
8760,92,15,4,18,43,39,6.133333333333334,1,5202
8761,28,29,5,36,63,15,0.9655172413793104,0,10404
8762,23,18,5,36,75,37,1.2777777777777777,0,10404
8763,28,31,8,34,42,44,0.9032258064516129,0,9826
8764,43,29,9,35,69,16,1.4827586206896552,0,10115
8765,50,35,7,31,43,29,1.4285714285714286,0,8959
8766,92,39,6,18,55,18,2.358974358974359,1,5202
8767,118,14,6,28,109,25,8.428571428571429,1,8092
8768,77,18,9,28,86,34,4.277777777777778,1,8092
8769,45,19,8,36,93,16,2.3684210526315788,1,10404
8770,93,20,10,20,110,38,4.65,1,5780
8771,28,36,6,17,110,42,0.7777777777777778,0,4913
8772,65,38,5,23,66,16,1.7105263157894737,0,6647
8773,115,21,10,20,94,37,5.476190476190476,1,5780
8774,77,16,9,36,53,20,4.8125,1,10404
8775,70,28,8,28,69,21,2.5,1,8092
8776,49,21,4,22,46,28,2.3333333333333335,1,6358
8777,102,24,8,18,74,20,4.25,1,5202
8778,54,19,7,40,100,16,2.8421052631578947,1,11560
8779,65,34,9,26,104,18,1.911764705882353,0,7514
8780,18,32,6,22,68,43,0.5625,0,6358
8781,93,38,5,38,68,12,2.4473684210526314,1,10982
8782,63,22,9,40,56,10,2.8636363636363638,1,11560
8783,69,25,8,31,64,40,2.76,1,8959
8784,74,26,7,35,40,10,2.8461538461538463,1,10115
8785,113,24,3,19,85,15,4.708333333333333,1,5491
8786,20,32,7,22,88,38,0.625,0,6358
8787,33,15,5,29,87,32,2.2,1,8381
8788,28,31,4,21,48,28,0.9032258064516129,0,6069
8789,54,40,10,19,66,36,1.35,0,5491
8790,42,17,5,30,53,27,2.4705882352941178,1,8670
8791,21,20,10,29,51,28,1.05,0,8381
8792,93,37,10,39,106,30,2.5135135135135136,1,11271
8793,106,24,7,40,70,30,4.416666666666667,1,11560
8794,90,36,4,18,95,24,2.5,1,5202
8795,109,27,4,32,50,27,4.037037037037037,1,9248
8796,55,27,7,31,65,39,2.037037037037037,1,8959
8797,40,37,9,19,91,38,1.0810810810810811,0,5491
8798,21,28,6,25,107,20,0.75,0,7225
8799,64,20,7,31,101,29,3.2,1,8959
8800,98,17,5,38,60,26,5.764705882352941,1,10982
8801,18,23,5,26,56,38,0.782608695652174,0,7514
8802,81,33,10,30,108,44,2.4545454545454546,1,8670
8803,50,30,5,17,84,15,1.6666666666666667,0,4913
8804,32,33,9,18,89,13,0.9696969696969697,0,5202
8805,62,21,10,23,94,30,2.9523809523809526,1,6647
8806,97,32,8,17,54,30,3.03125,1,4913
8807,74,34,7,18,43,38,2.176470588235294,1,5202
8808,31,35,7,27,97,35,0.8857142857142857,0,7803
8809,32,26,9,36,51,30,1.2307692307692308,0,10404
8810,53,24,6,27,87,36,2.2083333333333335,1,7803
8811,25,15,9,17,81,17,1.6666666666666667,0,4913
8812,77,36,4,34,51,19,2.138888888888889,1,9826
8813,26,29,6,23,40,23,0.896551724137931,0,6647
8814,56,36,10,32,81,43,1.5555555555555556,0,9248
8815,103,24,3,29,80,45,4.291666666666667,1,8381
8816,120,36,10,37,108,31,3.3333333333333335,1,10693
8817,83,22,4,18,81,38,3.772727272727273,1,5202
8818,116,16,3,28,63,45,7.25,1,8092
8819,113,36,5,28,54,36,3.138888888888889,1,8092
8820,45,19,10,34,86,29,2.3684210526315788,1,9826
8821,119,38,3,21,61,12,3.1315789473684212,1,6069
8822,35,35,10,23,43,14,1.0,0,6647
8823,21,22,8,29,79,23,0.9545454545454546,0,8381
8824,37,34,7,23,92,11,1.088235294117647,0,6647
8825,55,37,6,39,69,44,1.4864864864864864,0,11271
8826,65,33,5,25,65,15,1.9696969696969697,0,7225
8827,52,21,10,37,44,33,2.4761904761904763,1,10693
8828,35,25,3,30,62,42,1.4,0,8670
8829,34,36,4,17,68,43,0.9444444444444444,0,4913
8830,81,24,9,24,49,38,3.375,1,6936
8831,38,14,3,27,51,33,2.7142857142857144,1,7803
8832,58,25,9,39,106,14,2.32,1,11271
8833,59,34,10,21,86,26,1.7352941176470589,0,6069
8834,17,20,6,26,79,11,0.85,0,7514
8835,90,24,5,36,41,11,3.75,1,10404
8836,109,34,9,38,55,20,3.2058823529411766,1,10982
8837,102,35,6,33,81,15,2.914285714285714,1,9537
8838,67,32,8,34,110,26,2.09375,1,9826
8839,44,26,5,36,63,38,1.6923076923076923,0,10404
8840,94,37,3,25,98,20,2.5405405405405403,1,7225
8841,83,25,7,37,44,28,3.32,1,10693
8842,23,22,8,29,47,10,1.0454545454545454,0,8381
8843,38,40,3,30,42,18,0.95,0,8670
8844,63,29,6,22,42,15,2.1724137931034484,1,6358
8845,51,31,4,18,74,14,1.6451612903225807,0,5202
8846,39,22,7,30,70,22,1.7727272727272727,0,8670
8847,118,20,5,30,105,20,5.9,1,8670
8848,91,16,9,18,79,11,5.6875,1,5202
8849,119,26,6,36,49,36,4.576923076923077,1,10404
8850,76,32,10,40,46,30,2.375,1,11560
8851,87,33,3,35,68,21,2.6363636363636362,1,10115
8852,70,24,8,31,49,26,2.9166666666666665,1,8959
8853,57,17,6,34,64,38,3.3529411764705883,1,9826
8854,64,40,7,31,87,18,1.6,0,8959
8855,57,38,8,25,78,38,1.5,0,7225
8856,95,24,5,38,78,40,3.9583333333333335,1,10982
8857,94,21,7,37,61,32,4.476190476190476,1,10693
8858,16,24,5,33,82,28,0.6666666666666666,0,9537
8859,81,17,8,32,46,27,4.764705882352941,1,9248
8860,32,28,9,36,49,31,1.1428571428571428,0,10404
8861,53,40,5,19,109,22,1.325,0,5491
8862,43,30,7,25,52,36,1.4333333333333333,0,7225
8863,81,34,3,22,96,13,2.3823529411764706,1,6358
8864,41,19,7,27,88,34,2.1578947368421053,1,7803
8865,65,34,4,29,46,39,1.911764705882353,0,8381
8866,92,29,6,17,78,36,3.1724137931034484,1,4913
8867,119,17,8,33,96,26,7.0,1,9537
8868,55,14,7,19,105,19,3.9285714285714284,1,5491
8869,51,14,9,35,93,22,3.642857142857143,1,10115
8870,18,31,10,17,95,17,0.5806451612903226,0,4913
8871,105,36,3,23,71,16,2.9166666666666665,1,6647
8872,40,31,4,36,47,43,1.2903225806451613,0,10404
8873,67,33,4,25,88,24,2.0303030303030303,1,7225
8874,102,29,5,25,106,42,3.5172413793103448,1,7225
8875,38,21,9,24,88,38,1.8095238095238095,0,6936
8876,52,37,10,19,48,17,1.4054054054054055,0,5491
8877,49,25,4,40,85,40,1.96,0,11560
8878,112,26,8,24,93,32,4.3076923076923075,1,6936
8879,102,14,5,27,54,35,7.285714285714286,1,7803
8880,89,29,6,32,59,19,3.0689655172413794,1,9248
8881,15,28,7,26,92,22,0.5357142857142857,0,7514
8882,44,29,7,23,76,14,1.5172413793103448,0,6647
8883,96,26,9,30,59,32,3.6923076923076925,1,8670
8884,100,20,5,32,76,19,5.0,1,9248
8885,15,25,9,40,100,39,0.6,0,11560
8886,70,28,8,23,51,11,2.5,1,6647
8887,116,21,9,28,51,15,5.523809523809524,1,8092
8888,46,35,8,25,108,11,1.3142857142857143,0,7225
